Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
_Arg@CPU-0@(no input)->(20x200)	1.00	1.23	0.8130081300813008	4.02	4.91	0.8187372708757636	4.00	4.00	1.0	8684.670000000006	0.0004555369840505396	0.9841264625060197	8684.550000000005	0.000556183606289972	0.9837483376793429
Mul@GPU-0@(800x1)(1x1)->(800x1)	2.01	1.96	1.0255102040816326	4.02	3.91	1.0281329923273657	2.00	2.00	1.0	8688.690000000006	0.0004555369840505396	0.9845819994900702	8688.460000000005	0.0004429079227278596	0.9841912456020707
Mul@GPU-0@(1x1)(1x1)->(1x1)	1.93	2.07	0.9323671497584541	3.85	4.14	0.9299516908212562	2.00	2.00	1.0	8692.540000000006	0.00043627298223745714	0.9850182724723077	8692.600000000004	0.0004689613299471454	0.9846602069320178
ZerosLike@GPU-0@(20x200)->(20x200)	1.90	2.06	0.9223300970873786	3.80	4.13	0.9200968523002421	2.00	2.00	1.0	8696.340000000006	0.0004306070993512564	0.9854488795716589	8696.730000000003	0.0004678285731115243	0.9851280355051294
Reshape@GPU-0@(1|2|3x1)(int32 2x1)->(1x20)	3.65	3.89	0.9383033419023136	3.65	3.89	0.9383033419023136	1.00	1.00	1.0	8699.990000000005	0.00041360945069265415	0.9858624890223516	8700.620000000003	0.00044064240905661734	0.985568677914186
Identity@GPU-0@(400x800)->(400x800)	0.90	0.87	1.0344827586206897	3.59	3.49	1.0286532951289398	4.00	4.00	1.0	8703.580000000005	0.00040681039122921327	0.9862692994135809	8704.110000000002	0.0003953321356317724	0.9859640100498178
FloorDiv@GPU-0@(int32 2x1)(int32 2x1)->(int32 2x1)	3.47	3.95	0.8784810126582279	3.47	3.95	0.8784810126582279	1.00	1.00	1.0	8707.050000000005	0.00039321227230233155	0.9866625116858833	8708.060000000003	0.0004474389500703441	0.9864114489998882
ApplyGradientDescent@GPU-0@(10000x1)(1x1)(10000x1)->(10000x1)	3.45	3.26	1.0582822085889572	3.45	3.26	1.0582822085889572	1.00	1.00	1.0	8710.500000000005	0.0003909459191478512	0.9870534576050312	8711.320000000003	0.0003692787284124865	0.9867807277283007
_Retval@CPU-0@(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)(20x200)->(no output info)	0.84	0.83	1.0120481927710843	3.36	3.31	1.0151057401812689	4.00	4.00	1.0	8713.860000000006	0.00038074732995268986	0.9874342049349838	8714.630000000003	0.0003749425125905921	0.9871556702408913
Sum@GPU-0@(20x20)(int32 1x1)->(20x1)	3.35	3.31	1.0120845921450152	3.35	3.31	1.0120845921450152	1.00	1.00	1.0	8717.210000000006	0.0003796141533754497	0.9878138190883592	8717.940000000002	0.0003749425125905921	0.987530612753482
Identity@GPU-0@(800x1)->(800x1)	0.74	0.74	1.0	2.97	2.98	0.9966442953020135	4.00	4.00	1.0	8720.180000000006	0.00033655344344032413	0.9881503725317995	8720.920000000002	0.00033756153701509505	0.9878681742904971
Mul@GPU-0@(400x200)(1x1)->(400x200)	2.96	2.91	1.0171821305841924	2.96	2.91	1.0171821305841924	1.00	1.00	1.0	8723.140000000005	0.00033542026686308394	0.9884857927986626	8723.830000000002	0.00032963223916574716	0.9881978065296628
Identity@GPU-0@(no output info)->(1x1)	2.94	2.79	1.053763440860215	2.94	2.79	1.053763440860215	1.00	1.00	1.0	8726.080000000005	0.0003331539137086036	0.9888189467123711	8726.620000000003	0.0003160391571382937	0.9885138456868011
Const@GPU-0@(no input)->(int64 1x1)	2.82	2.15	1.3116279069767443	2.82	2.15	1.3116279069767443	1.00	1.00	1.0	8728.900000000005	0.00031955579478172184	0.9891385025071529	8728.770000000002	0.0002435427196585417	0.9887573884064597
RealDiv@GPU-0@(20x1)(1|2|3x1)->(20x1)	2.81	2.93	0.9590443686006825	2.81	2.93	0.9590443686006825	1.00	1.00	1.0	8731.710000000005	0.0003184226182044817	0.9894569251253573	8731.700000000003	0.0003318977528369894	0.9890892861592967
Const@GPU-0@(no input)->(20x1)	1.35	1.41	0.9574468085106385	2.71	2.81	0.9644128113879004	2.00	2.00	1.0	8734.420000000004	0.0003070908524320802	0.9897640159777894	8734.510000000002	0.00031830467080953595	0.9894075908301062
Sum@GPU-0@(20x1)(1)->(1x1)	2.56	2.58	0.9922480620155039	2.56	2.58	0.9922480620155039	1.00	1.00	1.0	8736.980000000003	0.000290093203773478	0.9900541091815629	8737.090000000002	0.0002922512635902501	0.9896998420936964
Mul@GPU-0@(10000x1)(1x1)->(10000x1)	2.56	2.50	1.024	2.56	2.50	1.024	1.00	1.00	1.0	8739.540000000003	0.000290093203773478	0.9903442023853364	8739.590000000002	0.0002831892089052811	0.9899830313026017
