Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
1008	     7.00	     0.01	     0.07	     0.00	133708.71	   100.00	     0.00	     0.00	Shape	GPU-0	(int32 46x128)->(int32 2x1)
1009	     3.00	     0.02	     0.06	     0.00	133708.77	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(384 bytes)
1010	     6.00	     0.01	     0.06	     0.00	133708.83	   100.00	     0.00	     0.00	StridedSlice	GPU-0	(48x128x128)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
1011	     3.00	     0.02	     0.06	     0.00	133708.89	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 128x1)
1012	     1.50	     0.04	     0.06	     0.00	133708.95	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x39)(int32 128x38)(int32 128x38)(int32 128x1)(int32 128x1)->(1x1)
1013	     6.00	     0.01	     0.06	     0.00	133709.01	   100.00	     0.00	     0.00	Sum	GPU-0	(46x128)(int32 2x1)->(1x1)
1014	     6.00	     0.01	     0.06	     0.00	133709.07	   100.00	     0.00	     0.00	Tile	GPU-0	(1x1)(int32 2x1)->(18x128)
1015	     6.00	     0.01	     0.06	     0.00	133709.13	   100.00	     0.00	     0.00	Shape	GPU-0	(6144x1)(6144x17191)->(int32 1x1)
1016	     3.00	     0.02	     0.06	     0.00	133709.19	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 128x1)
1017	     6.00	     0.01	     0.06	     0.00	133709.25	   100.00	     0.00	     0.00	Size	GPU-0	(int32 28x128)->(int32 1x1)
1018	     6.00	     0.01	     0.06	     0.00	133709.31	   100.00	     0.00	     0.00	Size	GPU-0	(int32 46x128)->(int32 1x1)
1019	     3.00	     0.02	     0.06	     0.00	133709.37	   100.00	     0.00	     0.00	Shape	GPU-0	(28x128x17191)->(int32 3x1)
1020	     1.20	     0.05	     0.06	     0.00	133709.43	   100.00	     0.00	     0.00	Reshape	GPU-0	(49x128)(int32 1x1)->(6272x1)
1021	     2.50	     0.02	     0.05	     0.00	133709.48	   100.00	     0.00	     0.00	Reshape	GPU-0	(int32 28x128)(int32 1x1)->(int32 3584x1)
1022	     5.00	     0.01	     0.05	     0.00	133709.53	   100.00	     0.00	     0.00	Size	GPU-0	(int32 18x128)->(int32 1x1)
1023	     2.50	     0.02	     0.05	     0.00	133709.58	   100.00	     0.00	     0.00	Reshape	GPU-0	(int32 18x128)(int32 1x1)->(int32 2304x1)
1024	     5.00	     0.01	     0.05	     0.00	133709.63	   100.00	     0.00	     0.00	Shape	GPU-0	(int32 48x128)->(int32 2x1)
1025	     2.50	     0.02	     0.05	     0.00	133709.68	   100.00	     0.00	     0.00	Shape	GPU-0	(46x128x17191)->(int32 3x1)
1026	     2.50	     0.02	     0.05	     0.00	133709.73	   100.00	     0.00	     0.00	Mul	GPU-0	(18x128)(18x128)->(18x128)
1027	     5.00	     0.01	     0.05	     0.00	133709.78	   100.00	     0.00	     0.00	StridedSlice	GPU-0	(28x128x128)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
1028	     5.00	     0.01	     0.05	     0.00	133709.83	   100.00	     0.00	     0.00	Transpose	GPU-0	(128x28)(int32 2x1)->(28x128)
1029	     5.00	     0.01	     0.05	     0.00	133709.88	   100.00	     0.00	     0.00	MatMul	GPU-0	(6144x128)(6144x17191)->(128x17191)
1030	     5.00	     0.01	     0.05	     0.00	133709.93	   100.00	     0.00	     0.00	StridedSlice	GPU-0	(46x128x128)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
1031	     1.25	     0.04	     0.05	     0.00	133709.98	   100.00	     0.00	     0.00	Reshape	GPU-0	(4864x17191)(int32 3x1)->(38x128x17191)
1032	     5.00	     0.01	     0.05	     0.00	133710.03	   100.00	     0.00	     0.00	StridedSlice	GPU-0	(18x128x128)(int32 2x1)(int32 2x1)(int32 2x1)->(128x128)
1033	     5.00	     0.01	     0.05	     0.00	133710.08	   100.00	     0.00	     0.00	Shape	GPU-0	(int32 18x128)->(int32 2x1)
1034	     2.50	     0.02	     0.05	     0.00	133710.13	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)(int32 1x1)->(int32 128x1)
1035	     2.50	     0.02	     0.05	     0.00	133710.18	   100.00	     0.00	     0.00	Mul	GPU-0	(46x128)(46x128)->(46x128)
1036	     5.00	     0.01	     0.05	     0.00	133710.23	   100.00	     0.00	     0.00	Shape	GPU-0	(6144x17191)->(int32 2x1)
1037	     2.00	     0.02	     0.04	     0.00	133710.27	   100.00	     0.00	     0.00	Mul	GPU-0	(48x128)(48x128)->(48x128)
1038	     4.00	     0.01	     0.04	     0.00	133710.31	   100.00	     0.00	     0.00	Shape	GPU-0	(5888x17191)->(int32 2x1)
1039	     2.00	     0.02	     0.04	     0.00	133710.35	   100.00	     0.00	     0.00	Enter	GPU-0	(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)->(int32 128x1)
1040	     4.00	     0.01	     0.04	     0.00	133710.39	   100.00	     0.00	     0.00	Shape	GPU-0	(2304x1)(2304x17191)->(int32 1x1)
1041	     2.00	     0.02	     0.04	     0.00	133710.43	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(24576 bytes)
1042	     2.00	     0.02	     0.04	     0.00	133710.47	   100.00	     0.00	     0.00	Transpose	GPU-0	(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 28x128)
1043	     1.00	     0.04	     0.04	     0.00	133710.51	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(9216 bytes)
1044	     2.00	     0.02	     0.04	     0.00	133710.55	   100.00	     0.00	     0.00	Reshape	GPU-0	(int32 46x128)(int32 1x1)->(int32 5888x1)
1045	     2.00	     0.02	     0.04	     0.00	133710.59	   100.00	     0.00	     0.00	Reshape	GPU-0	(int32 48x128)(int32 1x1)->(int32 6144x1)
1046	     1.00	     0.04	     0.04	     0.00	133710.63	   100.00	     0.00	     0.00	Reshape	GPU-0	(38x128)(int32 1x1)->(4864x1)
1047	     2.00	     0.02	     0.04	     0.00	133710.67	   100.00	     0.00	     0.00	Enter	GPU-0	(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)->(int32 128x1)
1048	     4.00	     0.01	     0.04	     0.00	133710.71	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(2304x1)(int32 1x1)->(2304x1)
1049	     4.00	     0.01	     0.04	     0.00	133710.75	   100.00	     0.00	     0.00	Transpose	GPU-0	(128x18)(int32 2x1)->(18x128)
1050	     2.00	     0.02	     0.04	     0.00	133710.79	   100.00	     0.00	     0.00	Transpose	GPU-0	(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 46x128)
1051	     2.00	     0.02	     0.04	     0.00	133710.83	   100.00	     0.00	     0.00	Reshape	GPU-0	(3584x17191)(int32 2x1)->(3584x17191)
1052	     2.00	     0.02	     0.04	     0.00	133710.87	   100.00	     0.00	     0.00	Reshape	GPU-0	(48x128x128)(int32 2x1)->(6144x128)
1053	     2.00	     0.02	     0.04	     0.00	133710.91	   100.00	     0.00	     0.00	Reshape	GPU-0	(6144x17191)(int32 2x1)->(6144x17191)
1054	     4.00	     0.01	     0.04	     0.00	133710.95	   100.00	     0.00	     0.00	Sum	GPU-0	(48x128)(int32 2x1)->(1x1)
1055	     4.00	     0.01	     0.04	     0.00	133710.99	   100.00	     0.00	     0.00	Transpose	GPU-0	(int32 128x19)(int32 128x18)(int32 128x18)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 19x128)
1056	     4.00	     0.01	     0.04	     0.00	133711.03	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(6144x1)(int32 1x1)->(6144x1)
1057	     4.00	     0.01	     0.04	     0.00	133711.07	   100.00	     0.00	     0.00	Size	GPU-0	(int32 48x128)->(int32 1x1)
1058	     2.00	     0.02	     0.04	     0.00	133711.11	   100.00	     0.00	     0.00	Reshape	GPU-0	(46x128x128)(int32 2x1)->(5888x128)
1059	     2.00	     0.02	     0.04	     0.00	133711.15	   100.00	     0.00	     0.00	Enter	GPU-0	(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)->(int32 128x1)
1060	     3.00	     0.01	     0.03	     0.00	133711.18	   100.00	     0.00	     0.00	Mul	GPU-0	(3584x1)(3584x17191)->(3584x17191)
1061	     3.00	     0.01	     0.03	     0.00	133711.21	   100.00	     0.00	     0.00	Reshape	GPU-0	(5888x17191)(int32 3x1)->(46x128x17191)
1062	     1.50	     0.02	     0.03	     0.00	133711.24	   100.00	     0.00	     0.00	Enter	GPU-0	(int32 128x19)(int32 128x18)(int32 128x18)(int32 128x1)(int32 128x1)->(int32 128x1)
1063	     1.50	     0.02	     0.03	     0.00	133711.27	   100.00	     0.00	     0.00	Reshape	GPU-0	(18x128x128)(int32 2x1)->(2304x128)
1064	     1.50	     0.02	     0.03	     0.00	133711.30	   100.00	     0.00	     0.00	Reshape	GPU-0	(2304x17191)(int32 2x1)->(2304x17191)
1065	     3.00	     0.01	     0.03	     0.00	133711.33	   100.00	     0.00	     0.00	Sum	GPU-0	(28x128)(int32 1x1)(int32 1x1)->(28x128)
1066	     1.50	     0.02	     0.03	     0.00	133711.36	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(224 bytes)
1067	     3.00	     0.01	     0.03	     0.00	133711.39	   100.00	     0.00	     0.00	Transpose	GPU-0	(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 49x128)
1068	     3.00	     0.01	     0.03	     0.00	133711.42	   100.00	     0.00	     0.00	Shape	GPU-0	(2304x17191)->(int32 2x1)
1069	     3.00	     0.01	     0.03	     0.00	133711.45	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(5888x1)(int32 1x1)->(5888x1)
1070	     3.00	     0.01	     0.03	     0.00	133711.48	   100.00	     0.00	     0.00	Transpose	GPU-0	(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 29x128)
1071	     1.50	     0.02	     0.03	     0.00	133711.51	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(23552 bytes)
1072	     3.00	     0.01	     0.03	     0.00	133711.54	   100.00	     0.00	     0.00	Shape	GPU-0	(3584x1)(3584x17191)->(int32 1x1)
1073	     3.00	     0.01	     0.03	     0.00	133711.57	   100.00	     0.00	     0.00	Reshape	GPU-0	(6144x1)(6144x17191)(int32 2x1)->(48x128)
1074	     1.50	     0.02	     0.03	     0.00	133711.60	   100.00	     0.00	     0.00	Reshape	GPU-0	(5888x17191)(int32 2x1)->(5888x17191)
1075	     3.00	     0.01	     0.03	     0.00	133711.63	   100.00	     0.00	     0.00	MatMul	GPU-0	(3584x128)(3584x17191)->(128x17191)
1076	     3.00	     0.01	     0.03	     0.00	133711.66	   100.00	     0.00	     0.00	MatMul	GPU-0	(3584x128)(128x17191)->(3584x17191)
1077	     1.50	     0.02	     0.03	     0.00	133711.69	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(368 bytes)
1078	     3.00	     0.01	     0.03	     0.00	133711.72	   100.00	     0.00	     0.00	Transpose	GPU-0	(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 49x128)
1079	     3.00	     0.01	     0.03	     0.00	133711.75	   100.00	     0.00	     0.00	Shape	GPU-0	(5888x1)(5888x17191)->(int32 1x1)
1080	     1.50	     0.02	     0.03	     0.00	133711.78	   100.00	     0.00	     0.00	Reshape	GPU-0	(28x128x128)(int32 2x1)->(3584x128)
1081	     3.00	     0.01	     0.03	     0.00	133711.81	   100.00	     0.00	     0.00	Reshape	GPU-0	(2304x17191)(int32 3x1)->(18x128x17191)
1082	     3.00	     0.01	     0.03	     0.00	133711.84	   100.00	     0.00	     0.00	MatMul	GPU-0	(5888x128)(5888x17191)->(128x17191)
1083	     3.00	     0.01	     0.03	     0.00	133711.87	   100.00	     0.00	     0.00	Sum	GPU-0	(18x128)(int32 2x1)->(1x1)
1084	     3.00	     0.01	     0.03	     0.00	133711.90	   100.00	     0.00	     0.00	Sum	GPU-0	(18x128)(int32 1x1)(int32 1x1)->(18x128)
1085	     3.00	     0.01	     0.03	     0.00	133711.93	   100.00	     0.00	     0.00	Sum	GPU-0	(48x128)(int32 1x1)(int32 1x1)->(48x128)
1086	     3.00	     0.01	     0.03	     0.00	133711.96	   100.00	     0.00	     0.00	Transpose	GPU-0	(128x48)(int32 2x1)->(48x128)
1087	     3.00	     0.01	     0.03	     0.00	133711.99	   100.00	     0.00	     0.00	Shape	GPU-0	(3584x17191)->(int32 2x1)
1088	     3.00	     0.01	     0.03	     0.00	133712.02	   100.00	     0.00	     0.00	GatherV2	GPU-0	(17191x128)(int32 46x128)(int32 1x1)->(46x128x128)
1089	     3.00	     0.01	     0.03	     0.00	133712.05	   100.00	     0.00	     0.00	Sum	GPU-0	(46x128)(int32 1x1)(int32 1x1)->(46x128)
1090	     1.00	     0.02	     0.02	     0.00	133712.07	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(9216 bytes)
1091	     2.00	     0.01	     0.02	     0.00	133712.09	   100.00	     0.00	     0.00	Reshape	GPU-0	(3584x1)(3584x17191)(int32 2x1)->(28x128)
1092	     2.00	     0.01	     0.02	     0.00	133712.11	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)->(int32 128x1)
1093	     2.00	     0.01	     0.02	     0.00	133712.13	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 128x48)->(128x48)
1094	     2.00	     0.01	     0.02	     0.00	133712.15	   100.00	     0.00	     0.00	ExpandDims	GPU-0	(3584x1)(int32 1x1)->(3584x1)
1095	     2.00	     0.01	     0.02	     0.00	133712.17	   100.00	     0.00	     0.00	Tile	GPU-0	(1x1)(int32 2x1)->(48x128)
1096	     1.00	     0.02	     0.02	     0.00	133712.19	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(144 bytes)
1097	     2.00	     0.01	     0.02	     0.00	133712.21	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 128x46)->(128x46)
1098	     2.00	     0.01	     0.02	     0.00	133712.23	   100.00	     0.00	     0.00	Reshape	GPU-0	(48x128)(int32 1x1)->(6144x1)
1099	     2.00	     0.01	     0.02	     0.00	133712.25	   100.00	     0.00	     0.00	Reshape	GPU-0	(6144x17191)(int32 3x1)->(48x128x17191)
1100	     2.00	     0.01	     0.02	     0.00	133712.27	   100.00	     0.00	     0.00	Sum	GPU-0	(28x128)(int32 2x1)->(1x1)
1101	     2.00	     0.01	     0.02	     0.00	133712.29	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x19)(int32 128x18)(int32 128x18)(int32 128x1)(int32 128x1)->(1x1)
1102	     2.00	     0.01	     0.02	     0.00	133712.31	   100.00	     0.00	     0.00	Reshape	GPU-0	(3584x17191)(int32 3x1)->(28x128x17191)
1103	     2.00	     0.01	     0.02	     0.00	133712.33	   100.00	     0.00	     0.00	Reshape	GPU-0	(5888x128)(int32 3x1)->(46x128x128)
1104	     1.00	     0.02	     0.02	     0.00	133712.35	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(14336 bytes)
1105	     2.00	     0.01	     0.02	     0.00	133712.37	   100.00	     0.00	     0.00	Tile	GPU-0	(1x1)(int32 2x1)->(28x128)
1106	     2.00	     0.01	     0.02	     0.00	133712.39	   100.00	     0.00	     0.00	Transpose	GPU-0	(128x46)(int32 2x1)->(46x128)
1107	     2.00	     0.01	     0.02	     0.00	133712.41	   100.00	     0.00	     0.00	MatMul	GPU-0	(3584x17191)(128x17191)->(3584x128)
1108	     2.00	     0.01	     0.02	     0.00	133712.43	   100.00	     0.00	     0.00	Reshape	GPU-0	(3584x128)(int32 3x1)->(28x128x128)
1109	     2.00	     0.01	     0.02	     0.00	133712.45	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x19)(int32 128x18)(int32 128x18)(int32 128x1)(int32 128x1)->(int32 128x1)
1110	     2.00	     0.01	     0.02	     0.00	133712.47	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 128x28)->(128x28)
1111	     2.00	     0.01	     0.02	     0.00	133712.49	   100.00	     0.00	     0.00	Reshape	GPU-0	(5888x1)(5888x17191)(int32 2x1)->(46x128)
1112	     2.00	     0.01	     0.02	     0.00	133712.51	   100.00	     0.00	     0.00	Reshape	GPU-0	(2304x128)(int32 3x1)->(18x128x128)
1113	     2.00	     0.01	     0.02	     0.00	133712.53	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(6144 bytes)
1114	     2.00	     0.01	     0.02	     0.00	133712.55	   100.00	     0.00	     0.00	Reshape	GPU-0	(2304x1)(2304x17191)(int32 2x1)->(18x128)
1115	     2.00	     0.01	     0.02	     0.00	133712.57	   100.00	     0.00	     0.00	Cast	GPU-0	(boolean 128x18)->(128x18)
1116	     2.00	     0.01	     0.02	     0.00	133712.59	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)->(1x1)
1117	     1.00	     0.01	     0.01	     0.00	133712.60	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(5888 bytes)
1118	     1.00	     0.01	     0.01	     0.00	133712.61	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)->(int32 128x1)
1119	     1.00	     0.01	     0.01	     0.00	133712.62	   100.00	     0.00	     0.00	Mul	GPU-0	(5888x1)(5888x17191)->(5888x17191)
1120	     1.00	     0.01	     0.01	     0.00	133712.63	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x29)(int32 128x28)(int32 128x28)(int32 128x1)(int32 128x1)->(1x1)
1121	     1.00	     0.01	     0.01	     0.00	133712.64	   100.00	     0.00	     0.00	Reshape	GPU-0	(46x128)(int32 1x1)->(5888x1)
1122	     1.00	     0.01	     0.01	     0.00	133712.65	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(2304 bytes)
1123	     1.00	     0.01	     0.01	     0.00	133712.66	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x49)(int32 128x46)(int32 128x46)(int32 128x1)(int32 128x1)->(int32 128x1)
1124	     1.00	     0.01	     0.01	     0.00	133712.67	   100.00	     0.00	     0.00	MatMul	GPU-0	(6144x128)(128x17191)->(6144x17191)
1125	     1.00	     0.01	     0.01	     0.00	133712.68	   100.00	     0.00	     0.00	GatherV2	GPU-0	(17191x128)(int32 48x128)(int32 1x1)->(48x128x128)
1126	     1.00	     0.01	     0.01	     0.00	133712.69	   100.00	     0.00	     0.00	Reshape	GPU-0	(28x128)(int32 1x1)->(3584x1)
1127	     1.00	     0.01	     0.01	     0.00	133712.70	   100.00	     0.00	     0.00	Identity	GPU-0	(int32 128x49)(int32 128x48)(int32 128x48)(int32 128x1)(int32 128x1)->(1x1)
1128	     1.00	     0.01	     0.01	     0.00	133712.71	   100.00	     0.00	     0.00	MatMul	GPU-0	(6144x17191)(128x17191)->(6144x128)
1129	     1.00	     0.01	     0.01	     0.00	133712.72	   100.00	     0.00	     0.00	Reshape	GPU-0	(18x128)(int32 1x1)->(2304x1)
1130	     1.00	     0.01	     0.01	     0.00	133712.73	   100.00	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(3584 bytes)
1131	     1.00	     0.01	     0.01	     0.00	133712.74	   100.00	     0.00	     0.00	Reshape	GPU-0	(6144x128)(int32 3x1)->(48x128x128)
