Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
291	  4672.00	     0.01	    46.72	     0.01	697526.13	    99.86	     0.00	     0.00	Cast	GPU-0	(boolean 64x1)->(64x1)
292	    45.71	     1.00	    45.71	     0.01	697571.84	    99.87	524288.00	    11.47	AddN	GPU-0	(1x1x1024x512)(1x1x1024x512)->(1x1x1024x512)
293	     2.13	    18.00	    38.38	     0.01	697610.22	    99.88	     0.00	     0.00	VariableV2	GPU-0	(no input)->(2048x1)
294	     0.92	    40.00	    36.88	     0.01	697647.10	    99.88	     0.00	     0.00	Identity	GPU-0	(512x1)->(512x1)
295	    36.18	     1.00	    36.18	     0.01	697683.28	    99.89	     4.00	     0.00	Sum	GPU-0	(int32 5x1)(int32 1x1)->(int32 1x1)
296	    33.63	     1.00	    33.63	     0.00	697716.91	    99.89	  1001.00	     0.03	AddN	GPU-0	(1001x1)(1001x1)->(1001x1)
297	    32.35	     1.00	    32.35	     0.00	697749.26	    99.90	     0.00	     0.00	Cast	GPU-0	(int64 1x1)->(int32 1x1)
298	     1.01	    32.00	    32.26	     0.00	697781.52	    99.90	     0.00	     0.00	Identity	GPU-0	(128x1)->(128x1)
299	    32.18	     1.00	    32.18	     0.00	697813.70	    99.91	     1.00	     0.00	Snapshot	GPU-0	(int64 1x1)(int32 1x1)->(int64 1x1)
300	     2.40	    12.00	    28.81	     0.00	697842.51	    99.91	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x256x256)
301	    28.50	     1.00	    28.50	     0.00	697871.01	    99.91	  9408.00	     0.33	AddN	GPU-0	(7x7x3x64)(7x7x3x64)->(7x7x3x64)
302	     0.96	    28.00	    26.76	     0.00	697897.77	    99.92	     0.00	     0.00	Identity	GPU-0	(64x1)->(64x1)
303	    25.18	     1.00	    25.18	     0.00	697922.95	    99.92	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x128)(1x1x256x128)(1x1)(int32 1x1)(1x1x256x128)(1x1)->(1x1x256x128)
304	     1.93	    13.01	    25.10	     0.00	697948.05	    99.92	     0.00	     0.00	Const	GPU-0	(no input)->(1x1)
305	     2.43	    10.00	    24.33	     0.00	697972.38	    99.93	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x1024x256)
306	    23.44	     1.00	    23.44	     0.00	697995.82	    99.93	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x64x64)(1x1x64x64)(1x1)(int32 1x1)(1x1x64x64)(1x1)->(1x1x64x64)
307	     0.95	    24.00	    22.88	     0.00	698018.70	    99.93	     0.00	     0.00	Identity	GPU-0	(1024x1)->(1024x1)
308	    19.50	     1.00	    19.50	     0.00	698038.20	    99.94	     0.00	     0.00	ApplyMomentum	GPU-0	(1x1x256x512)(1x1x256x512)(1x1)(int32 1x1)(1x1x256x512)(1x1)->(1x1x256x512)
309	     2.43	     8.00	    19.41	     0.00	698057.61	    99.94	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x128x128)
310	     2.31	     8.00	    18.48	     0.00	698076.09	    99.94	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x64x256)
311	    17.48	     1.00	    17.48	     0.00	698093.57	    99.95	     0.00	     0.00	ApplyMomentum	GPU-0	(1001x1)(1001x1)(1x1)(int32 1x1)(1001x1)(1x1)->(1001x1)
312	     2.18	     8.00	    17.46	     0.00	698111.03	    99.95	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x128x512)
313	     2.88	     6.00	    17.27	     0.00	698128.30	    99.95	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x2048)
314	     2.77	     6.00	    16.61	     0.00	698144.91	    99.95	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x512x512)
315	     2.88	     5.00	    14.40	     0.00	698159.31	    99.95	     0.00	     0.00	Switch	GPU-0	(1x1)(boolean 1x1)->(1x1)
316	     2.39	     6.00	    14.36	     0.00	698173.67	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x128)
317	     2.36	     6.00	    14.16	     0.00	698187.83	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(3x3x64x64)
318	     2.65	     5.00	    13.25	     0.00	698201.08	    99.96	     0.00	     0.00	Switch	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)
319	     3.08	     4.00	    12.32	     0.00	698213.40	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x64)
320	     3.01	     4.00	    12.05	     0.00	698225.45	    99.96	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x2048x512)
321	     5.48	     2.00	    10.96	     0.00	698236.41	    99.97	     2.00	     0.00	Const	GPU-0	(no input)->(boolean 1x1)
322	    10.83	     1.00	    10.83	     0.00	698247.24	    99.97	131072.00	    12.10	AddN	GPU-0	(1x1x256x512)(1x1x256x512)->(1x1x256x512)
323	     0.87	    12.00	    10.39	     0.00	698257.63	    99.97	     0.00	     0.00	Identity	GPU-0	(2048x1)->(2048x1)
324	     4.93	     2.00	     9.86	     0.00	698267.49	    99.97	     0.00	     0.00	NoOp	GPU-0	(no input)->(no output info)
325	     9.17	     1.00	     9.17	     0.00	698276.66	    99.97	     0.00	     0.00	Merge	GPU-0	(boolean 1x1)(boolean 1x1)->(boolean 1x1)(int32 1x1)
326	     8.58	     1.00	     8.58	     0.00	698285.24	    99.97	     0.00	     0.00	IsVariableInitialized	GPU-0	(int64 1x1)->(boolean 1x1)
327	     7.30	     1.00	     7.30	     0.00	698292.54	    99.97	     0.00	     0.00	Merge	GPU-0	(1)(1x1)->(1x1)(int32 1x1)
328	     1.21	     6.00	     7.26	     0.00	698299.80	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(int32 1x1)
329	     3.58	     2.00	     7.17	     0.00	698306.97	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x1024x2048)
330	     3.46	     1.99	     6.89	     0.00	698313.86	    99.98	     0.00	     0.00	Identity	GPU-0	(boolean 1x1)->(boolean 1x1)
331	     3.19	     2.00	     6.38	     0.00	698320.24	    99.98	     0.00	     0.00	Const	GPU-0	(no input)->(int64 1x1)
332	     3.10	     2.00	     6.21	     0.00	698326.45	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(2048x1001)
333	     0.96	     6.00	     5.79	     0.00	698332.24	    99.98	     0.00	     0.00	Identity	GPU-0	(3x3x256x256)->(3x3x256x256)
334	   280.00	     0.02	     5.60	     0.00	698337.84	    99.98	     0.02	     0.00	AssignAdd	GPU-0	(1x1)(1x1)->(1x1)
335	     2.77	     2.00	     5.53	     0.00	698343.37	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x1024x512)
336	     5.45	     1.00	     5.45	     0.00	698348.82	    99.98	     0.00	     0.00	ApplyMomentum	GPU-0	(7x7x3x64)(7x7x3x64)(1x1)(int32 1x1)(7x7x3x64)(1x1)->(7x7x3x64)
337	     0.85	     6.00	     5.10	     0.00	698353.92	    99.98	     0.00	     0.00	Identity	GPU-0	(1x1x256x1024)->(1x1x256x1024)
338	   495.00	     0.01	     4.95	     0.00	698358.87	    99.98	     0.01	     0.00	Greater	GPU-0	(1x1)(1x1)->(boolean 1x1)
339	     2.41	     2.00	     4.82	     0.00	698363.69	    99.98	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1001x1)
340	     4.76	     1.00	     4.76	     0.00	698368.45	    99.98	     0.00	     0.00	Merge	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)(int32 1x1)
341	     2.36	     2.00	     4.72	     0.00	698373.17	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x128)
342	     2.35	     2.00	     4.71	     0.00	698377.88	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x256)
343	     2.35	     2.00	     4.71	     0.00	698382.59	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x256x512)
344	     2.22	     2.00	     4.44	     0.00	698387.03	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x64x64)
345	     2.19	     2.00	     4.38	     0.00	698391.41	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(7x7x3x64)
346	     2.17	     2.00	     4.33	     0.00	698395.74	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1x512x1024)
347	     0.86	     5.00	     4.28	     0.00	698400.02	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x1024x256)->(1x1x1024x256)
348	     3.88	     1.00	     3.88	     0.00	698403.90	    99.99	     0.00	     0.00	Switch	GPU-0	(boolean 5x1)(boolean 1x1)->(boolean 5x1)
349	     0.89	     4.00	     3.54	     0.00	698407.44	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x64x256)->(1x1x64x256)
350	     0.88	     4.00	     3.52	     0.00	698410.96	    99.99	     0.00	     0.00	Identity	GPU-0	(3x3x128x128)->(3x3x128x128)
351	     0.85	     4.00	     3.39	     0.00	698414.35	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x128x512)->(1x1x128x512)
352	     3.02	     1.00	     3.02	     0.00	698417.37	    99.99	     0.00	     0.00	VariableV2	GPU-0	(no input)->(int64 1x1)
353	     1.49	     2.00	     2.98	     0.00	698420.35	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(int32 4x2)
354	     2.96	     1.00	     2.96	     0.00	698423.31	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(64x1)
355	     2.89	     1.00	     2.89	     0.00	698426.20	    99.99	 32768.00	    11.34	AddN	GPU-0	(1x1x256x128)(1x1x256x128)->(1x1x256x128)
356	     1.40	     2.00	     2.80	     0.00	698429.00	    99.99	     0.00	     0.00	Const	GPU-0	(no input)->(int32 2x1)
357	     0.93	     3.00	     2.78	     0.00	698431.78	    99.99	     0.00	     0.00	Identity	GPU-0	(3x3x512x512)->(3x3x512x512)
358	     2.63	     1.00	     2.63	     0.00	698434.41	    99.99	     0.00	     0.00	_Retval	CPU-0	(1x1)->(no output info)
359	     0.87	     3.00	     2.61	     0.00	698437.02	    99.99	     0.00	     0.00	Identity	GPU-0	(1x1x512x2048)->(1x1x512x2048)
360	     0.87	     3.00	     2.61	     0.00	698439.63	   100.00	     0.00	     0.00	Identity	GPU-0	(3x3x64x64)->(3x3x64x64)
361	     0.85	     3.00	     2.55	     0.00	698442.18	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x512x128)->(1x1x512x128)
362	     2.25	     1.00	     2.25	     0.00	698444.43	   100.00	     0.00	     0.00	Reshape	GPU-0	(64x2048x1x1)(int32 2x1)->(64x2048)
363	     2.10	     1.00	     2.10	     0.00	698446.53	   100.00	     0.00	     0.00	Switch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
364	     2.00	     1.01	     2.02	     0.00	698448.55	   100.00	     0.00	     0.00	_Retval	CPU-0	(int64 1x1)->(no output info)
365	     1.00	     2.00	     2.01	     0.00	698450.56	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x2048x512)->(1x1x2048x512)
366	     1.98	     1.00	     1.98	     0.00	698452.54	   100.00	     0.00	     0.00	Identity	GPU-0	(int64 1x1)->(int64 1x1)
367	     1.87	     1.00	     1.87	     0.00	698454.41	   100.00	     1.00	     0.00	AssignAdd	GPU-0	(int64 1x1)(int64 1x1)->(int64 1x1)
368	     1.72	     1.00	     1.72	     0.00	698456.13	   100.00	     0.00	     0.00	Reshape	GPU-0	(64x2048)(int32 4x1)->(64x2048x1x1)
369	     0.84	     2.00	     1.68	     0.00	698457.81	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x256x64)->(1x1x256x64)
370	     1.63	     1.00	     1.63	     0.00	698459.44	   100.00	    64.00	     0.04	Snapshot	GPU-0	(64x1)(64x1001)->(64x1)
371	     1.54	     1.00	     1.54	     0.00	698460.98	   100.00	     0.00	     0.00	NoOp	CPU-0	(no input)->(no output info)
372	     1.29	     1.00	     1.29	     0.00	698462.27	   100.00	     0.00	     0.00	Identity	GPU-0	(2048x1001)->(2048x1001)
373	     1.13	     1.00	     1.13	     0.00	698463.40	   100.00	     0.00	     0.00	Identity	GPU-0	(1001x1)->(1001x1)
374	     1.11	     1.00	     1.11	     0.00	698464.51	   100.00	     0.00	     0.00	RefSwitch	GPU-0	(int64 1x1)(boolean 1x1)->(int64 1x1)
375	   100.00	     0.01	     1.00	     0.00	698465.51	   100.00	     0.00	     0.00	MergeSummary	CPU-0	(string 1x1)(string 1x1)(string 1x1)(string 1x1)(string 1x1)(string 1x1)->(string 1x1)
376	     0.91	     1.00	     0.91	     0.00	698466.42	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x1024x512)->(1x1x1024x512)
377	     0.87	     1.00	     0.87	     0.00	698467.29	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x256x128)->(1x1x256x128)
378	     0.87	     1.00	     0.87	     0.00	698468.16	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x512x256)->(1x1x512x256)
379	     0.84	     1.00	     0.84	     0.00	698469.00	   100.00	     0.00	     0.00	Identity	GPU-0	(7x7x3x64)->(7x7x3x64)
380	     0.81	     1.00	     0.81	     0.00	698469.81	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x1024x2048)->(1x1x1024x2048)
381	     0.79	     1.00	     0.79	     0.00	698470.60	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x512x1024)->(1x1x512x1024)
382	     0.77	     1.00	     0.77	     0.00	698471.37	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x256x512)->(1x1x256x512)
383	     0.76	     1.00	     0.76	     0.00	698472.13	   100.00	     0.00	     0.00	Identity	GPU-0	(1x1x64x64)->(1x1x64x64)
384	    18.75	     0.04	     0.75	     0.00	698472.88	   100.00	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)->(string 1x1)
385	    28.00	     0.01	     0.28	     0.00	698473.16	   100.00	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)(int32 1x1)->(string 1x1)
386	    19.00	     0.01	     0.19	     0.00	698473.35	   100.00	     0.64	     0.00	Equal	GPU-0	(int32 64x1)(64x224x224x3)(int32 64x1)->(boolean 64x1)
387	     2.67	     0.06	     0.16	     0.00	698473.51	   100.00	     0.00	     0.00	Const	CPU-0	(no input)->(string 1x1)
388	     6.00	     0.01	     0.06	     0.00	698473.57	   100.00	     0.00	     0.00	Identity	GPU-0	(1)->(boolean 1x1)
389	     3.00	     0.02	     0.06	     0.00	698473.63	   100.00	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1)
390	     3.00	     0.01	     0.03	     0.00	698473.66	   100.00	     0.00	     0.00	_Retval	CPU-0	(string 1x1)->(no output info)
391	     2.00	     0.01	     0.02	     0.00	698473.68	   100.00	     0.01	     0.00	RealDiv	GPU-0	(1x1)(1x1)->(1x1)
392	     2.00	     0.01	     0.02	     0.00	698473.70	   100.00	     0.00	     0.00	Cast	GPU-0	(int64 64x1)->(int32 64x1)
393	     2.00	     0.01	     0.02	     0.00	698473.72	   100.00	   640.00	    32.00	ArgMax	GPU-0	(64x1001)(int32 1x1)->(int64 64x1)
394	     1.00	     0.01	     0.01	     0.00	698473.73	   100.00	     0.00	     0.00	MEMCPYDtoH	GPU-0	(Transfer)->(256 bytes)
