Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
RealDiv@GPU-0@(1x1)(1x1)->(1x1)	2.00	1.95	1.0256410256410258	4.01	3.91	1.0255754475703325	2.01	2.01	1.0	9389.840000000004	0.00042209637691838036	0.9883834024546844	9298.72	0.00041552909819558316	0.9882068378448167
Sum@GPU-0@(100x1)(1)->(1x1)	2.00	2.05	0.9756097560975611	3.99	4.10	0.9731707317073172	2.00	2.00	1.0	9393.830000000004	0.00041999115808088224	0.9888033936127653	9302.82	0.0004357210492587956	0.9886425588940755
Const@GPU-0@(no input)->(int64 1x1)	1.88	1.88	1.0	3.76	3.75	1.0026666666666666	2.00	2.00	1.0	9397.590000000004	0.0003957811414496534	0.9891991747542149	9306.57	0.00039852534993182527	0.9890410842440073
Mul@GPU-0@(1x1)(1x1)->(1x1)	1.79	1.61	1.1118012422360248	3.58	3.22	1.1118012422360248	2.00	2.00	1.0	9401.170000000004	0.00037683417191217004	0.9895760089261271	9309.789999999999	0.0003422004338081273	0.9893832846778154
Pack@GPU-0@(int32 1x1)(int32 1x1)->(int32 2x1)	3.47	3.68	0.9429347826086957	3.47	3.68	0.9429347826086957	1.00	1.00	1.0	9404.640000000003	0.0003652554683059302	0.989941264394433	9313.47	0.0003910862100664312	0.9897743708878819
Add@GPU-0@(1x1)(100x1024)->(100x1024)	3.38	3.34	1.0119760479041917	3.38	3.34	1.0119760479041917	1.00	1.00	1.0	9408.020000000002	0.00035578198353718843	0.9902970463779701	9316.81	0.0003549532450059457	0.9901293241328878
Mul@GPU-0@(100x1)(100x10)->(100x10)	3.35	3.44	0.9738372093023256	3.35	3.44	0.9738372093023256	1.00	1.00	1.0	9411.370000000003	0.0003526241552809412	0.990649670533251	9320.25	0.00036558058767079436	0.9904949047205586
BroadcastGradientArgs@GPU-0@(1|2|3x1)(int32 1x1)->(int32 1x1)(int32 1x1)	3.27	3.41	0.9589442815249266	3.24	3.38	0.9585798816568049	0.99	0.99	1.0	9414.610000000002	0.0003410454516747014	0.9909907159849257	9323.63	0.00035920418207188514	0.9908541089026305
Relu@GPU-0@(100x1024)->(100x1024)	3.03	2.97	1.02020202020202	3.03	2.97	1.02020202020202	1.00	1.00	1.0	9417.640000000003	0.0003189406538809707	0.9913096566388067	9326.599999999999	0.0003156320771460056	0.9911697409797765
Reshape@GPU-0@(100x784)(int32 100x1)(int32 4x1)->(100x1x28x28)	3.00	2.79	1.075268817204301	3.00	2.79	1.075268817204301	1.00	1.00	1.0	9420.640000000003	0.0003157828256247235	0.9916254394644314	9329.39	0.000296502860349278	0.9914662438401258
Shape@GPU-0@(100x64x7x7)->(int32 4x1)	2.82	2.90	0.9724137931034482	2.82	2.90	0.9724137931034482	1.00	1.00	1.0	9423.460000000003	0.00029683585608724006	0.9919222753205186	9332.289999999999	0.0003081929372806115	0.9917744367774064
Floor@GPU-0@(100x1024)->(100x1024)	2.78	2.78	1.0	2.78	2.78	1.0	1.00	1.00	1.0	9426.240000000003	0.00029262541841224373	0.9922149007389308	9335.07	0.00029544012608279314	0.9920698769034892
Shape@GPU-0@(100x1)(100x10)->(int32 1x1)	2.75	2.77	0.9927797833935018	2.75	2.77	0.9927797833935018	1.00	1.00	1.0	9428.990000000003	0.0002894675901559965	0.9925043683290868	9337.84	0.00029437739181630826	0.9923642542953055
Snapshot@GPU-0@(100x1)->(100x1)	1.30	1.26	1.0317460317460319	2.61	2.53	1.0316205533596838	2.00	2.00	1.0	9431.600000000004	0.0002747310582935094	0.9927790993873804	9340.37	0.00026887176942067144	0.9926331260647262
Const@GPU-0@(no input)->(int32 4x1)	1.30	1.31	0.9923664122137404	2.60	2.63	0.9885931558935362	2.00	2.00	1.0	9434.200000000004	0.00027367844887476035	0.9930527778362551	9343.0	0.0002794991120855201	0.9929126251768117
Shape@GPU-0@(100x1024)->(int32 2x1)	2.46	2.70	0.911111111111111	2.46	2.70	0.911111111111111	1.00	1.00	1.0	9436.660000000003	0.00025894191701227324	0.9933117197532674	9345.7	0.0002869382519509142	0.9931995634287626
Merge@GPU-0@(int64 1x1)(int64 1x1)->(int64 1x1)(int32 1x1)	2.41	2.60	0.926923076923077	2.41	2.60	0.926923076923077	1.00	1.00	1.0	9439.070000000003	0.00025367886991852786	0.9935653986231859	9348.300000000001	0.00027631090928606554	0.9934758743380486
Snapshot@GPU-0@(100x1024)->(100x1024)	1.21	1.14	1.0614035087719298	2.41	2.28	1.0570175438596492	2.00	2.00	1.0	9441.480000000003	0.00025367886991852786	0.9938190774931045	9350.580000000002	0.00024230341275854975	0.9937181777508072
Tile@GPU-0@(1x1)(int32 1x1)->(100x1)	2.38	2.35	1.0127659574468084	2.38	2.35	1.0127659574468084	1.00	1.00	1.0	9443.860000000002	0.00025052104166228064	0.9940695985347667	9352.930000000002	0.00024974255262394385	0.9939679203034311
ExpandDims@GPU-0@(100x1)(int32 1x1)->(100x1)	2.11	2.00	1.055	2.11	2.00	1.055	1.00	1.00	1.0	9445.970000000003	0.0002221005873560555	0.9942916991221228	9354.930000000002	0.00021254685329697348	0.994180467156728
Identity@GPU-0@(1x1)->(1x1)	1.01	1.07	0.9439252336448598	2.05	2.16	0.949074074074074	2.02	2.02	1.0	9448.020000000002	0.00021578493084356104	0.9945074840529663	9357.090000000002	0.00022955060156073137	0.9944100177582887
VariableV2@GPU-0@(no input)->(int64 1x1)	2.00	1.73	1.1560693641618498	2.00	1.73	1.1560693641618498	1.00	1.00	1.0	9450.020000000002	0.00021052188374981565	0.9947180059367161	9358.820000000002	0.00018385302810188206	0.9945938707863906
MEMCPYDtoD@GPU-0@(Transfer)->(4 bytes)	1.00	1.00	1.0	2.00	2.00	1.0	2.00	2.00	1.0	9452.020000000002	0.00021052188374981565	0.9949285278204659	9360.820000000002	0.00021254685329697348	0.9948064176396876
Select@GPU-0@(boolean 1x1)(1x1)(1x1)->(1x1)	1.97	1.97	1.0	1.99	1.99	1.0	1.01	1.01	1.0	9454.010000000002	0.00020946927433106657	0.995137997094797	9362.810000000001	0.0002114841190304886	0.9950179017587181
ReadVariableOp@GPU-0@(tf_resource 1x1)->(5x5x32x64)	1.96	1.64	1.1951219512195121	1.96	1.64	1.1951219512195121	1.00	1.00	1.0	9455.970000000001	0.00020631144607481935	0.9953443085408719	9364.45	0.00017428841970351823	0.9951921901784216
BiasAdd@GPU-0@(100x10)(10x1)->(100x10)	1.89	2.02	0.9356435643564356	1.89	2.02	0.9356435643564356	1.00	1.00	1.0	9457.86	0.0001989431801435758	0.9955432517210154	9366.470000000001	0.0002146723218299432	0.9954068625002516
Sum@GPU-0@(100x1024)(int32 1x1)(int32 2x1)->(100x1024)	1.86	2.11	0.8815165876777252	1.86	2.11	0.8815165876777252	1.00	1.00	1.0	9459.720000000001	0.00019578535188732857	0.9957390370729028	9368.580000000002	0.000224236930228307	0.9956310994304799
Fill@GPU-0@(int32 1x1)(1x1)->(100x1)	1.83	1.82	1.0054945054945055	1.81	1.80	1.0055555555555555	0.99	0.99	1.0	9461.53	0.00019052230479358318	0.9959295593776963	9370.380000000001	0.00019129216796727613	0.9958223915984472
Greater@GPU-0@(1x1)(1|2|3x1)->(boolean 1x1)	1.80	1.77	1.0169491525423728	1.80	1.77	1.0169491525423728	1.00	1.00	1.0	9463.33	0.0001894696953748341	0.9961190290730711	9372.150000000001	0.00018810396516782152	0.996010495563615
AssignAdd@GPU-0@(int64 1x1)(int64 1x1)->(int64 1x1)	1.80	1.84	0.9782608695652174	1.80	1.84	0.9782608695652174	1.00	1.00	1.0	9465.13	0.0001894696953748341	0.996308498768446	9373.990000000002	0.0001955431050332156	0.9962060386686482
ReadVariableOp@GPU-0@(tf_resource 1x1)->(64x1)	1.70	1.78	0.9550561797752809	1.70	1.78	0.9550561797752809	1.00	1.00	1.0	9466.83	0.0001789436011873433	0.9964874423696333	9375.770000000002	0.0001891666994343064	0.9963952053680825
