Op	System_1 time per call	System_2 time per call	Time ratio Sys1/Sys2 (one call)	System_1 total op time	System_2 total op time	Time ratio Sys1/Sys2 (all calls)	System_1 occurence	System_2 occurence	Occurence Ratio	System1 cumulative time	System1 % of total time 	System1 cumulative % of total time 	System2 cumulative time	System2 % of total time 	System2 cumulative % of total time 
Identity@GPU-0@(256x1)->(256x1)	1.12	1.19	0.9411764705882354	2.25	2.38	0.9453781512605043	2.00	2.00	1.0	224381.4900000001	1.0026470774085427e-05	0.9998908674358856	225130.29	1.0570463017369753e-05	0.9998871447624903
VariableV2@GPU-0@(no input)->(384x1)	2.00	1.61	1.2422360248447204	2.00	1.61	1.2422360248447204	1.00	1.00	1.0	224383.4900000001	8.912418465853712e-06	0.9998997798543515	225131.9	7.150607335279539e-06	0.9998942953698255
VariableV2@GPU-0@(no input)->(3x3x384x256)	1.93	2.42	0.7975206611570248	1.93	2.42	0.7975206611570248	1.00	1.00	1.0	224385.4200000001	8.600483819548832e-06	0.9999083803381711	225134.32	1.0748117857997815e-05	0.9999050434876835
VariableV2@GPU-0@(no input)->(3x3x256x256)	1.69	1.94	0.8711340206185567	1.69	1.94	0.8711340206185567	1.00	1.00	1.0	224387.1100000001	7.530993603646387e-06	0.9999159113317747	225136.26	8.616259770461059e-06	0.9999136597474539
MEMCPYDtoH@GPU-0@(Transfer)->(768 bytes)	1.42	1.49	0.9530201342281879	1.42	1.49	0.9530201342281879	1.00	1.00	1.0	224388.53000000012	6.3278171107561355e-06	0.9999222391488854	225137.75	6.617642813395349e-06	0.9999202773902673
Identity@GPU-0@(64x1)->(64x1)	1.18	0.91	1.2967032967032965	1.18	0.91	1.2967032967032965	1.00	1.00	1.0	224389.7100000001	5.25832689485369e-06	0.9999274974757804	225138.66	4.041647624288435e-06	0.9999243190378916
_Retval@CPU-0@(64x1)->(no output info)	1.17	1.34	0.8731343283582088	1.17	1.34	0.8731343283582088	1.00	1.00	1.0	224390.88000000012	5.213764802524422e-06	0.9999327112405829	225140.0	5.951437161040114e-06	0.9999302704750527
Identity@GPU-0@(384x1)->(384x1)	1.16	0.64	1.8124999999999998	1.16	0.64	1.8124999999999998	1.00	1.00	1.0	224392.04000000012	5.1692027101951524e-06	0.9999378804432931	225140.64	2.8424774500490094e-06	0.9999331129525028
Identity@GPU-0@(3x3x256x256)->(3x3x256x256)	1.12	0.83	1.349397590361446	1.12	0.83	1.349397590361446	1.00	1.00	1.0	224393.16000000012	4.990954340878079e-06	0.999942871397634	225141.47	3.6863379430323087e-06	0.9999367992904458
NoOp@CPU-0@(no input)->(no output info)	1.11	1.38	0.8043478260869567	1.11	1.38	0.8043478260869567	1.00	1.00	1.0	224394.2700000001	4.946392248548811e-06	0.9999478177898826	225142.85	6.129092001668176e-06	0.9999429283824475
Identity@GPU-0@(3x3x192x384)->(3x3x192x384)	1.02	0.76	1.3421052631578947	1.02	0.76	1.3421052631578947	1.00	1.00	1.0	224395.2900000001	4.545333417585394e-06	0.9999523631233002	225143.61000000002	3.3754419719331984e-06	0.9999463038244194
MEMCPYDtoH@GPU-0@(Transfer)->(256 bytes)	1.00	1.00	1.0	1.00	1.00	1.0	1.00	1.00	1.0	224396.2900000001	4.456209232926856e-06	0.9999568193325331	225144.61000000002	4.441371015701577e-06	0.9999507451954351
Identity@GPU-0@(11x11x3x64)->(11x11x3x64)	0.96	1.01	0.9504950495049505	0.96	1.01	0.9504950495049505	1.00	1.00	1.0	224397.2500000001	4.277960863609782e-06	0.9999610972933968	225145.62000000002	4.485784725858593e-06	0.999955230980161
Identity@GPU-0@(192x1)->(192x1)	0.95	0.63	1.507936507936508	0.95	0.63	1.507936507936508	1.00	1.00	1.0	224398.2000000001	4.2333987712805135e-06	0.9999653306921681	225146.25000000003	2.7980637398919937e-06	0.999958029043901
Identity@GPU-0@(5x5x64x192)->(5x5x64x192)	0.89	1.19	0.7478991596638656	0.89	1.19	0.7478991596638656	1.00	1.00	1.0	224399.0900000001	3.966026217304902e-06	0.9999692967183854	225147.44000000003	5.285231508684876e-06	0.9999633142754096
Identity@GPU-0@(3x3x384x256)->(3x3x384x256)	0.88	1.04	0.8461538461538461	0.88	1.04	0.8461538461538461	1.00	1.00	1.0	224399.97000000012	3.921464124975633e-06	0.9999732181825104	225148.48000000004	4.619025856329641e-06	0.999967933301266
_Retval@CPU-0@(192x1)->(no output info)	0.87	1.01	0.8613861386138614	0.87	1.01	0.8613861386138614	1.00	1.00	1.0	224400.8400000001	3.876902032646365e-06	0.999977095084543	225149.49000000005	4.485784725858593e-06	0.9999724190859919
_Retval@CPU-0@(384x1)->(no output info)	0.82	1.17	0.7008547008547008	0.82	1.17	0.7008547008547008	1.00	1.00	1.0	224401.66000000012	3.654091571000022e-06	0.999980749176114	225150.66000000006	5.196404088370845e-06	0.9999776154900802
_Retval@CPU-0@(3x3x384x256)->(no output info)	0.78	0.74	1.0540540540540542	0.78	0.74	1.0540540540540542	1.00	1.00	1.0	224402.44000000012	3.475843201682948e-06	0.9999842250193157	225151.40000000005	3.286614551619167e-06	0.9999809021046319
_Retval@CPU-0@(11x11x3x64)->(no output info)	0.75	1.17	0.6410256410256411	0.75	1.17	0.6410256410256411	1.00	1.00	1.0	224403.19000000012	3.342156924695142e-06	0.9999875671762404	225152.57000000007	5.196404088370845e-06	0.9999860985087202
_Retval@CPU-0@(3x3x256x256)->(no output info)	0.74	0.88	0.8409090909090909	0.74	0.88	0.8409090909090909	1.00	1.00	1.0	224403.9300000001	3.2975948323658736e-06	0.9999908647710728	225153.45000000007	3.908406493817388e-06	0.999990006915214
_Retval@CPU-0@(5x5x64x192)->(no output info)	0.70	0.64	1.09375	0.70	0.64	1.09375	1.00	1.00	1.0	224404.63000000012	3.1193464630487993e-06	0.9999939841175358	225154.09000000008	2.8424774500490094e-06	0.9999928493926641
_Retval@CPU-0@(3x3x192x384)->(no output info)	0.69	0.89	0.7752808988764044	0.69	0.89	0.7752808988764044	1.00	1.00	1.0	224405.32000000012	3.0747843707195304e-06	0.9999970589019065	225154.9800000001	3.952820203974403e-06	0.999996802212868
Identity@GPU-0@(128x224x224x3)->(128x224x224x3)	0.66	0.72	0.9166666666666667	0.66	0.72	0.9166666666666667	1.00	1.00	1.0	224405.98000000013	2.9410980937317254e-06	1.0000000000000002	225155.7000000001	3.1977871313051353e-06	0.9999999999999993
